"crimeTypes...1.","anti_social_behaviour","bicycle_theft","possession_of_weapons","vehicle_crime","somModel.unit.classif"
"Sutton 016E",6,0,0,9,388
"Sutton 017A",5,0,0,5,386
"Sutton 017B",23,2,0,22,359
"Sutton 017C",34,1,0,9,310
"Sutton 017D",48,2,1,18,128
"Sutton 017E",9,0,0,12,392
"Sutton 018A",74,2,1,8,229
"Sutton 018B",13,1,0,8,389
"Sutton 018C",37,8,0,7,153
"Sutton 018D",25,2,0,15,253
"Sutton 018E",5,0,0,4,385
"Sutton 019A",12,0,0,10,370
"Sutton 019B",46,0,0,13,314
"Sutton 019C",79,2,2,11,161
"Sutton 019D",31,1,0,9,310
"Sutton 019E",20,0,0,5,327
"Sutton 020A",10,0,0,5,386
"Sutton 020B",7,0,0,4,385
"Sutton 020C",38,1,1,8,267
"Sutton 020D",8,0,0,13,393
"Sutton 020E",12,1,0,1,343
"Sutton 021A",13,0,0,7,348
"Sutton 021B",12,1,0,9,389
"Sutton 021C",41,1,1,11,246
"Sutton 021D",28,1,1,18,185
"Sutton 021E",26,1,0,8,329
"Sutton 022A",8,0,0,2,363
"Sutton 022B",3,0,0,8,388
"Sutton 022C",15,0,0,4,365
"Sutton 022D",13,1,0,11,371
"Sutton 022E",11,0,0,4,365
"Sutton 024A",6,0,0,6,387
"Sutton 024B",17,0,0,5,347
"Sutton 024C",16,0,2,8,242
"Sutton 024D",26,0,0,5,327
"Sutton 025A",32,0,0,3,307
"Sutton 025B",18,0,0,12,372
"Sutton 025C",4,2,0,11,390
"Sutton 025D",13,0,0,2,364
"Three Rivers 011A",1,0,0,0,381
"Three Rivers 011D",0,1,0,1,343
"Thurrock 017D",0,0,0,0,381
"Thurrock 019B",0,0,0,0,381
"Tower Hamlets 001A",74,4,0,20,277
"Tower Hamlets 001B",44,6,1,22,156
"Tower Hamlets 001C",157,20,3,56,79
"Tower Hamlets 001D",91,7,1,20,92
"Tower Hamlets 002A",152,18,2,18,55
"Tower Hamlets 002B",188,6,1,12,11
"Tower Hamlets 002C",105,6,2,24,29
"Tower Hamlets 002D",77,4,1,21,68
"Tower Hamlets 003A",55,10,1,20,156
"Tower Hamlets 003B",87,6,2,26,48
"Tower Hamlets 003C",114,6,1,29,28
"Tower Hamlets 003D",40,5,1,12,188
"Tower Hamlets 003E",121,25,9,33,21
"Tower Hamlets 004A",75,11,2,10,93
"Tower Hamlets 004C",81,2,2,19,69
"Tower Hamlets 004D",155,12,1,25,8
"Tower Hamlets 004E",80,9,0,29,238
"Tower Hamlets 004F",57,12,0,16,115
"Tower Hamlets 004G",29,6,1,13,188
"Tower Hamlets 005A",76,6,0,14,131
"Tower Hamlets 005B",139,20,2,37,97
"Tower Hamlets 005C",85,39,5,10,37
"Tower Hamlets 005D",104,5,2,19,72
"Tower Hamlets 006A",157,10,1,9,31
"Tower Hamlets 006B",56,8,0,10,153
"Tower Hamlets 006C",159,13,1,31,8
"Tower Hamlets 006D",143,16,0,16,95
"Tower Hamlets 007A",299,17,1,21,12
"Tower Hamlets 007B",189,5,1,19,11
"Tower Hamlets 007C",81,5,0,11,131
"Tower Hamlets 007D",49,2,0,18,276
"Tower Hamlets 008A",38,0,0,7,289
"Tower Hamlets 008B",74,2,2,29,65
"Tower Hamlets 008C",51,0,0,2,269
"Tower Hamlets 008D",139,9,1,63,5
"Tower Hamlets 008E",21,3,1,22,166
"Tower Hamlets 009A",143,4,2,5,51
"Tower Hamlets 009B",41,14,1,23,116
"Tower Hamlets 009C",162,4,1,27,9
"Tower Hamlets 009D",403,43,1,48,39
"Tower Hamlets 010A",28,10,1,4,133
"Tower Hamlets 010B",64,39,1,8,57
"Tower Hamlets 010C",140,3,0,13,91
"Tower Hamlets 010E",49,2,1,1,268
"Tower Hamlets 010F",69,2,0,6,249
"Tower Hamlets 011A",50,4,1,14,189
"Tower Hamlets 011B",100,5,0,7,230
"Tower Hamlets 011D",117,19,5,18,54
"Tower Hamlets 011F",211,5,2,11,32
"Tower Hamlets 012A",106,2,1,28,70
"Tower Hamlets 012B",73,2,1,26,67
"Tower Hamlets 012C",289,10,1,76,80
"Tower Hamlets 012D",70,5,1,39,26
"Tower Hamlets 012E",89,2,0,13,111
"Tower Hamlets 013A",122,12,3,8,73
"Tower Hamlets 013B",106,4,2,15,72
"Tower Hamlets 013C",172,37,7,27,16
"Tower Hamlets 013D",263,16,6,24,14
"Tower Hamlets 014A",167,8,3,14,32
"Tower Hamlets 014B",149,27,1,43,78
"Tower Hamlets 014C",105,4,0,33,27
"Tower Hamlets 014E",95,17,1,27,96
"Tower Hamlets 015C",116,6,2,8,72
"Tower Hamlets 015D",319,26,3,27,14
"Tower Hamlets 016A",117,11,1,23,75
"Tower Hamlets 016B",68,2,0,18,277
"Tower Hamlets 016C",168,1,1,21,10
"Tower Hamlets 016D",84,13,3,18,74
"Tower Hamlets 017A",208,47,0,27,38
"Tower Hamlets 017B",101,5,3,14,73
"Tower Hamlets 017C",109,3,0,15,111
"Tower Hamlets 017D",115,11,2,23,29
"Tower Hamlets 018A",63,0,3,11,141
"Tower Hamlets 018B",70,3,4,45,24
"Tower Hamlets 018C",43,2,2,20,164
"Tower Hamlets 018D",119,6,1,28,28
"Tower Hamlets 019A",99,13,0,11,113
"Tower Hamlets 019B",34,1,1,12,227
"Tower Hamlets 019C",83,10,2,36,137
"Tower Hamlets 019D",65,0,1,15,149
"Tower Hamlets 020A",75,0,0,5,249
"Tower Hamlets 020B",83,5,0,38,27
"Tower Hamlets 020C",150,9,4,50,4
"Tower Hamlets 020D",102,3,2,27,49
"Tower Hamlets 021A",77,6,0,11,131
"Tower Hamlets 021C",131,8,3,30,53
"Tower Hamlets 021D",211,32,0,31,58
"Tower Hamlets 021E",125,4,0,8,91
"Tower Hamlets 022A",114,6,0,20,112
"Tower Hamlets 022B",87,2,0,15,111
"Tower Hamlets 022C",235,10,2,25,12
"Tower Hamlets 022D",32,4,0,7,192
"Tower Hamlets 023A",82,11,1,18,94
"Tower Hamlets 023B",189,16,5,28,35
"Tower Hamlets 023C",86,5,0,17,131
"Tower Hamlets 023D",123,8,0,14,112
"Tower Hamlets 024A",225,15,3,52,34
"Tower Hamlets 024B",44,6,2,34,45
"Tower Hamlets 024C",91,6,0,24,257
"Tower Hamlets 024D",50,1,0,18,316
"Tower Hamlets 025B",95,4,1,15,92
"Tower Hamlets 025D",105,7,2,27,29
"Tower Hamlets 025E",73,3,0,5,249
"Tower Hamlets 025F",220,10,0,14,11
"Tower Hamlets 026A",63,7,0,11,132
"Tower Hamlets 026B",129,9,2,39,8
"Tower Hamlets 026C",137,4,3,18,52
"Tower Hamlets 026D",58,6,1,15,189
"Tower Hamlets 027A",124,10,0,24,112
"Tower Hamlets 027C",55,11,0,25,135
"Tower Hamlets 028A",134,8,1,32,8
"Tower Hamlets 028B",112,6,4,44,24
"Tower Hamlets 028D",82,4,0,25,257
"Tower Hamlets 028E",49,0,0,3,269
"Tower Hamlets 028F",30,2,1,15,206
"Tower Hamlets 028G",71,0,0,33,259
"Tower Hamlets 028H",32,2,0,10,252
"Tower Hamlets 028I",51,10,0,25,135
"Tower Hamlets 030A",35,1,0,8,310
"Tower Hamlets 030B",15,1,0,9,350
"Tower Hamlets 030C",90,12,0,15,113
"Tower Hamlets 030D",51,5,2,19,163
"Tower Hamlets 031A",78,2,0,9,230
"Tower Hamlets 031B",35,4,0,1,323
"Tower Hamlets 031C",66,3,0,11,170
"Tower Hamlets 031D",61,3,0,6,210
"Tower Hamlets 031G",161,3,1,9,31
"Tower Hamlets 032A",134,1,2,10,51
"Tower Hamlets 032B",16,1,0,4,345
"Tower Hamlets 032C",100,6,6,16,62
"Tower Hamlets 032D",85,1,0,16,110
"Tower Hamlets 032E",118,3,0,10,91
"Tower Hamlets 033A",98,32,5,15,36
"Tower Hamlets 033B",68,35,2,14,56
"Tower Hamlets 033C",56,3,0,6,210
"Tower Hamlets 033D",15,2,0,4,324
"Waltham Forest 001A",32,0,0,20,338
"Waltham Forest 001B",49,0,1,16,149
"Waltham Forest 001C",21,0,0,8,349
"Waltham Forest 001D",22,0,1,16,205
"Waltham Forest 001E",13,0,0,6,366
"Waltham Forest 002A",36,0,0,27,299
"Waltham Forest 002B",21,0,0,26,320
"Waltham Forest 002C",85,1,0,27,278
"Waltham Forest 002D",15,0,0,10,370
"Waltham Forest 002E",19,0,0,8,349
"Waltham Forest 003A",87,3,0,18,111
"Waltham Forest 003B",49,1,0,10,271
"Waltham Forest 003C",11,1,0,17,396
"Waltham Forest 003D",13,0,0,15,394
"Waltham Forest 003E",35,2,0,7,211
"Waltham Forest 004A",21,0,0,17,375
"Waltham Forest 004B",6,0,0,12,392
"Waltham Forest 004C",31,2,0,25,359
"Waltham Forest 004D",43,0,1,8,247
"Waltham Forest 004E",35,0,1,32,85
"Waltham Forest 005A",12,0,0,14,394
"Waltham Forest 005B",87,0,0,19,110
"Waltham Forest 005C",58,2,0,13,170
"Waltham Forest 005D",44,0,3,10,121
"Waltham Forest 005E",64,2,2,22,144
"Waltham Forest 006A",24,0,0,6,328
"Waltham Forest 006B",54,1,1,27,86
"Waltham Forest 006C",20,0,0,12,352
"Waltham Forest 006D",60,2,3,27,64
"Waltham Forest 006E",17,3,3,30,104
"Waltham Forest 007A",16,3,0,16,214
"Waltham Forest 007B",45,1,1,50,160
"Waltham Forest 007C",66,1,0,34,259
"Waltham Forest 007D",27,0,0,24,339
"Waltham Forest 007E",9,0,0,12,392
"Waltham Forest 007F",48,2,0,16,275
"Waltham Forest 008A",10,0,0,23,380
"Waltham Forest 008B",45,2,1,43,180
"Waltham Forest 008C",39,0,0,16,335
"Waltham Forest 008D",17,0,1,11,265
"Waltham Forest 008E",21,3,2,36,84
"Waltham Forest 009A",60,2,1,21,108
"Waltham Forest 009B",62,1,2,8,181
"Waltham Forest 009C",29,0,1,6,286
"Waltham Forest 009D",21,5,0,8,192
"Waltham Forest 009E",37,10,4,50,138
"Waltham Forest 010A",60,3,0,25,258
"Waltham Forest 010B",52,3,1,23,107
"Waltham Forest 010C",30,0,1,28,125
"Waltham Forest 010D",36,0,0,21,338
"Waltham Forest 011A",40,1,1,16,148
"Waltham Forest 011B",50,0,1,26,86
"Waltham Forest 011C",20,0,1,13,225
"Waltham Forest 011D",100,3,2,22,49
"Waltham Forest 011E",60,6,0,11,171
"Waltham Forest 012A",22,3,2,11,263
"Waltham Forest 012B",21,2,0,5,324
"Waltham Forest 012C",81,0,2,9,161
"Waltham Forest 012D",41,2,3,7,121
"Waltham Forest 012E",14,3,0,10,212
"Waltham Forest 013A",42,5,3,7,121
"Waltham Forest 013B",85,0,2,23,69
"Waltham Forest 013C",102,1,7,26,42
"Waltham Forest 013D",38,0,0,13,314
"Waltham Forest 013E",84,1,1,21,88
"Waltham Forest 013F",43,3,2,19,183
"Waltham Forest 014A",41,2,0,9,231
"Waltham Forest 014B",54,12,1,13,114
"Waltham Forest 014C",104,3,4,15,52
"Waltham Forest 014D",63,3,0,18,276
"Waltham Forest 014E",21,2,0,12,233
"Waltham Forest 015A",59,4,0,10,171
"Waltham Forest 015B",114,2,0,16,90
"Waltham Forest 015C",29,0,2,11,222
"Waltham Forest 015D",37,1,1,11,246
"Waltham Forest 015E",27,0,0,24,339
"Waltham Forest 016A",94,2,0,7,230
"Waltham Forest 016B",79,0,1,12,129
"Waltham Forest 016C",62,5,0,17,151
"Waltham Forest 016D",60,2,3,8,141
"Waltham Forest 016E",126,19,1,23,75
"Waltham Forest 016F",19,0,2,11,242
"Waltham Forest 017A",224,11,3,24,33
"Waltham Forest 017B",63,1,0,9,250
"Waltham Forest 017C",345,25,2,22,14
"Waltham Forest 017D",92,6,3,30,43
"Waltham Forest 017E",113,1,3,21,49
"Waltham Forest 018A",62,2,0,6,249
"Waltham Forest 018B",23,0,2,14,222
"Waltham Forest 018C",32,2,0,11,252
"Waltham Forest 018D",60,0,1,17,128
"Waltham Forest 018E",53,1,0,7,270
"Waltham Forest 019A",72,2,2,34,65
"Waltham Forest 019B",74,4,2,26,48
"Waltham Forest 019C",33,1,1,22,126
"Waltham Forest 019D",29,6,0,16,194
"Waltham Forest 019E",39,0,0,20,317
"Waltham Forest 020A",72,2,1,13,129
"Waltham Forest 020B",47,2,1,15,169
"Waltham Forest 020C",193,8,7,46,2
"Waltham Forest 020D",44,0,1,14,149
"Waltham Forest 020G",48,1,2,13,201
"Waltham Forest 021A",42,0,3,18,123
"Waltham Forest 021B",47,3,1,13,169
"Waltham Forest 021C",34,3,0,14,274
"Waltham Forest 021D",32,1,0,7,309
"Waltham Forest 021E",15,2,0,14,234
"Waltham Forest 022A",65,2,0,50,160
"Waltham Forest 022B",170,3,3,20,52
"Waltham Forest 022C",56,4,0,17,276
"Waltham Forest 022D",49,0,0,11,271
"Waltham Forest 022E",79,0,1,16,89
"Waltham Forest 023A",27,0,1,7,285
"Waltham Forest 023B",43,0,1,7,267
"Waltham Forest 023C",33,2,0,12,273
"Waltham Forest 023D",36,2,0,18,337
"Waltham Forest 023E",50,2,1,14,169
"Waltham Forest 024A",24,3,1,27,106
"Waltham Forest 024B",72,3,0,20,277
"Waltham Forest 024C",130,20,3,24,55
"Waltham Forest 024D",82,13,0,17,115
"Waltham Forest 024E",29,5,0,6,192
"Waltham Forest 025A",23,0,1,12,245
"Waltham Forest 025B",41,1,3,11,121
"Waltham Forest 025C",28,0,0,10,311
"Waltham Forest 025D",43,5,0,13,171
"Waltham Forest 025E",51,5,0,10,171
"Waltham Forest 026A",26,23,1,18,77
"Waltham Forest 026B",47,1,0,8,290
"Waltham Forest 026C",54,3,2,30,65
"Waltham Forest 026D",111,21,1,68,79
"Waltham Forest 026E",55,1,1,17,128
"Waltham Forest 027A",62,1,0,11,250
"Waltham Forest 027B",25,2,1,15,206
"Waltham Forest 027C",15,1,1,9,284
"Waltham Forest 027D",12,2,0,16,234
"Waltham Forest 027E",36,7,0,10,172
"Waltham Forest 027F",86,11,4,24,74
"Waltham Forest 028A",19,0,2,10,242
"Waltham Forest 028B",39,3,0,30,280
"Waltham Forest 028C",20,0,0,10,351
"Waltham Forest 028D",31,0,0,14,313
"Waltham Forest 028E",34,1,0,21,358
"Waltham Forest 028F",37,3,2,11,221
"Wandsworth 001A",59,14,2,75,99
"Wandsworth 001B",22,1,0,40,200
"Wandsworth 001C",26,3,0,27,216
"Wandsworth 001D",29,10,0,29,177
"Wandsworth 002B",81,5,4,47,24
"Wandsworth 002C",91,4,0,38,27
"Wandsworth 002D",68,5,1,19,68
"Wandsworth 002E",46,3,0,16,275
"Wandsworth 002F",7,0,0,13,393
"Wandsworth 002G",27,7,0,13,174
"Wandsworth 002H",45,3,0,17,275
"Wandsworth 003A",26,3,0,23,359
"Wandsworth 003B",80,8,1,23,47
"Wandsworth 003C",21,5,0,39,178
"Wandsworth 003D",40,2,4,16,102
"Wandsworth 004B",34,10,0,33,177
"Wandsworth 004C",56,15,1,44,118
"Wandsworth 004D",36,9,0,31,177
"Wandsworth 004E",21,5,0,47,179
"Wandsworth 004F",35,6,1,59,140
"Wandsworth 004G",15,1,0,2,344
"Wandsworth 005A",64,3,0,20,277
"Wandsworth 005B",69,5,1,23,47
"Wandsworth 005C",52,4,2,27,144
"Wandsworth 005D",18,2,0,18,398
"Wandsworth 006A",14,6,0,53,159
"Wandsworth 006B",17,7,0,37,178
"Wandsworth 006C",14,7,0,43,178
"Wandsworth 006D",16,5,0,33,198
"Wandsworth 006E",50,2,0,62,139
"Wandsworth 007A",34,1,1,5,286
"Wandsworth 007B",86,4,2,28,48
"Wandsworth 007C",57,4,0,27,237
"Wandsworth 007D",82,3,1,14,129
"Wandsworth 008A",57,13,1,44,118
"Wandsworth 008B",93,13,1,16,95
"Wandsworth 008C",42,17,1,43,118
"Wandsworth 008D",53,7,0,27,238
"Wandsworth 008E",20,9,2,26,157
"Wandsworth 009A",36,10,1,39,158
"Wandsworth 009B",7,6,0,28,197
"Wandsworth 009C",23,4,1,20,166
"Wandsworth 009D",15,5,0,32,198
"Wandsworth 009E",10,7,1,27,176
"Wandsworth 010A",80,25,8,101,80
"Wandsworth 010B",9,3,0,13,213
"Wandsworth 010C",27,16,0,34,117
"Wandsworth 010E",109,36,0,47,78
"Wandsworth 010F",60,12,1,36,118
"Wandsworth 010G",10,0,0,5,386
"Wandsworth 011A",38,3,0,26,237
"Wandsworth 011B",17,0,0,10,370
"Wandsworth 011C",48,1,0,8,290
"Wandsworth 011D",24,4,0,24,216
"Wandsworth 011E",11,1,0,5,346
"Wandsworth 012A",41,4,0,28,217
"Wandsworth 012B",2,2,0,26,340
"Wandsworth 012C",30,22,1,35,117
"Wandsworth 012D",57,10,0,23,135
"Wandsworth 012E",157,28,4,30,36
"Wandsworth 013A",5,0,0,8,388
"Wandsworth 013B",43,2,1,21,147
"Wandsworth 013C",53,3,0,6,210
"Wandsworth 013D",3,2,0,11,390
"Wandsworth 014A",5,1,1,9,284
"Wandsworth 014B",14,3,0,11,212
"Wandsworth 014C",21,4,1,16,187
"Wandsworth 014D",9,4,0,10,193
"Wandsworth 014E",15,6,0,17,195
"Wandsworth 015A",40,6,0,21,236
"Wandsworth 015B",15,5,0,13,194
"Wandsworth 015C",17,6,0,26,197
"Wandsworth 015D",9,4,0,21,215
"Wandsworth 015E",21,12,0,24,175
"Wandsworth 016A",54,2,1,22,108
"Wandsworth 016B",39,4,0,14,274
"Wandsworth 016C",10,3,0,11,212
"Wandsworth 016D",31,9,0,15,174
"Wandsworth 016E",64,4,0,14,151
"Wandsworth 017A",9,4,0,75,100
"Wandsworth 017B",7,2,0,38,200
"Wandsworth 017C",12,4,0,45,179
"Wandsworth 017D",15,1,0,19,397
"Wandsworth 017E",13,2,0,27,340
"Wandsworth 018A",96,9,0,15,112
"Wandsworth 018B",27,10,2,22,156
"Wandsworth 018C",69,22,0,22,96
"Wandsworth 018D",23,6,0,30,197
"Wandsworth 019A",31,10,3,26,157
"Wandsworth 019B",14,4,0,16,214
"Wandsworth 019C",20,6,0,23,196
"Wandsworth 019D",23,5,0,25,216
"Wandsworth 019E",12,8,0,37,178
"Wandsworth 019F",19,8,0,32,177
"Wandsworth 020A",16,1,1,12,244
"Wandsworth 020B",9,4,0,21,215
"Wandsworth 020C",16,3,0,15,213
"Wandsworth 020D",32,2,0,24,359
"Wandsworth 020E",4,0,0,27,340
"Wandsworth 020F",30,10,0,11,154
"Wandsworth 021A",38,5,2,31,84
"Wandsworth 021B",124,40,1,24,57
"Wandsworth 021C",30,6,0,14,194
"Wandsworth 021D",11,10,0,24,175
"Wandsworth 021E",21,0,2,30,105
"Wandsworth 022A",34,3,0,14,274
"Wandsworth 022B",20,0,0,20,376
"Wandsworth 022C",21,1,0,8,329
"Wandsworth 022D",15,0,0,8,368
"Wandsworth 023A",76,5,2,22,48
"Wandsworth 023B",15,0,0,3,364
"Wandsworth 023C",52,2,1,10,228
"Wandsworth 023D",63,0,0,16,295
"Wandsworth 024A",56,3,0,14,170
"Wandsworth 024B",46,22,0,23,96
"Wandsworth 024C",17,0,0,18,376
"Wandsworth 024D",16,1,1,11,265
"Wandsworth 024E",10,6,0,21,196
"Wandsworth 025A",25,2,0,21,378
"Wandsworth 025B",16,1,0,31,300
"Wandsworth 025C",13,1,0,23,380
"Wandsworth 025D",15,0,0,17,375
"Wandsworth 025E",5,3,0,15,213
"Wandsworth 026A",40,5,0,29,217
"Wandsworth 026B",9,0,0,17,396
"Wandsworth 026C",21,1,0,13,353
"Wandsworth 026D",9,2,0,22,379
"Wandsworth 026E",22,0,1,16,205
"Wandsworth 026F",46,1,0,21,318
"Wandsworth 027A",36,6,0,28,217
"Wandsworth 027B",56,27,0,32,77
"Wandsworth 027C",14,2,0,26,340
"Wandsworth 027D",10,8,1,24,176
"Wandsworth 027E",5,1,0,28,340
"Wandsworth 027F",28,0,3,22,123
"Wandsworth 028A",22,2,0,15,253
"Wandsworth 028B",14,0,1,5,301
"Wandsworth 028C",23,3,1,11,207
"Wandsworth 028D",7,2,0,6,325
"Wandsworth 028E",24,4,0,13,274
"Wandsworth 029A",73,9,0,23,135
"Wandsworth 029B",6,0,0,16,395
"Wandsworth 029C",19,2,0,15,234
"Wandsworth 029D",51,7,0,14,152
"Wandsworth 030A",36,2,0,11,273
"Wandsworth 030B",45,8,0,39,178
"Wandsworth 030C",10,2,0,16,234
"Wandsworth 030D",35,1,0,21,358
"Wandsworth 031A",10,1,0,14,373
"Wandsworth 031B",8,1,0,11,390
"Wandsworth 031C",30,6,0,30,217
"Wandsworth 031D",7,3,0,37,199
"Wandsworth 032A",7,1,0,20,399
"Wandsworth 032B",25,1,0,20,358
"Wandsworth 032C",34,1,1,12,227
"Wandsworth 032D",23,2,0,26,320
"Wandsworth 033A",10,1,0,7,367
"Wandsworth 033B",45,3,0,21,256
"Wandsworth 033C",27,0,0,9,330
"Wandsworth 033D",11,4,0,17,214
"Wandsworth 034A",26,11,0,34,177
"Wandsworth 034B",35,0,1,15,226
"Wandsworth 034C",20,2,0,25,360
"Wandsworth 034D",78,34,2,34,57
"Wandsworth 035A",167,25,4,38,35
"Wandsworth 035B",31,8,3,9,122
"Wandsworth 035C",41,2,0,16,275
"Wandsworth 035D",68,5,4,18,82
"Wandsworth 035E",40,8,0,38,178
"Wandsworth 035F",11,1,0,11,371
"Wandsworth 036A",55,4,0,27,237
"Wandsworth 036B",18,0,0,9,350
"Wandsworth 036C",30,0,1,21,126
"Wandsworth 036D",9,0,0,21,400
"Wandsworth 036E",18,1,2,15,203
"Wandsworth 037A",31,2,4,31,83
"Wandsworth 037B",72,2,1,17,109
"Wandsworth 037C",24,0,0,5,327
"Wandsworth 037D",38,4,3,22,103
"Westminster 001A",49,1,0,32,260
"Westminster 001B",29,4,0,14,274
"Westminster 001C",35,2,0,21,337
"Westminster 001D",21,0,0,17,375
"Westminster 002A",14,1,1,27,125
"Westminster 002B",66,1,1,45,180
"Westminster 002C",19,1,0,26,320
"Westminster 002D",74,6,2,25,48
"Westminster 003A",21,1,0,4,326
"Westminster 003B",45,2,1,13,169
"Westminster 003C",16,2,0,20,378
"Westminster 003D",40,8,1,22,156
"Westminster 003E",32,0,1,11,246
"Westminster 004A",40,7,2,33,157
"Westminster 004B",44,3,0,7,210
"Westminster 004C",66,6,7,25,61
"Westminster 004D",88,5,5,20,62
"Westminster 004E",158,2,3,18,52
"Westminster 005A",143,3,0,26,10
"Westminster 005B",103,8,2,24,29
"Westminster 005C",28,4,0,10,192
"Westminster 005D",23,2,1,16,186
"Westminster 005E",48,2,2,21,144
"Westminster 005F",103,1,2,10,161
"Westminster 006A",34,5,1,15,188
"Westminster 006B",10,1,0,34,300
"Westminster 006C",43,2,0,49,160
"Westminster 006D",40,6,1,40,158
"Westminster 006E",44,6,2,23,163
"Westminster 007A",3,0,0,7,387
"Westminster 007B",69,5,2,65,120
"Westminster 007D",24,2,0,36,199
"Westminster 007E",40,2,0,22,337
"Westminster 007F",9,6,0,17,195
"Westminster 007G",14,3,0,21,215
"Westminster 008A",89,10,1,38,7
"Westminster 008B",148,3,0,28,10
"Westminster 008C",151,2,0,22,10
"Westminster 008D",82,8,0,27,238
"Westminster 009A",66,0,1,12,129
"Westminster 009E",173,10,1,36,8
"Westminster 009F",24,0,1,6,285
"Westminster 009G",124,1,0,16,90
"Westminster 009H",109,3,3,45,25
"Westminster 009I",133,2,0,21,90
"Westminster 009J",62,4,0,36,239
"Westminster 009K",251,8,4,43,34
"Westminster 010A",47,1,0,10,271
"Westminster 010B",61,7,2,28,157
"Westminster 010C",102,3,1,7,229
"Westminster 010F",167,16,2,37,8
"Westminster 010G",30,1,0,2,307
"Westminster 011A",81,10,0,83,100
"Westminster 011B",420,34,2,179,60
"Westminster 011C",87,5,0,34,27
"Westminster 011D",41,6,0,29,217
"Westminster 011E",111,11,3,87,80
"Westminster 012A",90,3,1,61,120
"Westminster 012B",123,20,4,82,80
"Westminster 012C",308,16,1,34,12
"Westminster 012D",150,2,1,24,10
"Westminster 012E",137,5,1,34,9
"Westminster 013A",135,5,1,27,9
"Westminster 013B",628,81,13,66,19
"Westminster 013D",377,58,3,118,40
"Westminster 013E",879,64,9,147,19
"Westminster 013F",237,28,4,27,15
"Westminster 014A",24,5,0,46,179
"Westminster 014B",115,9,3,44,4
"Westminster 014D",108,11,0,35,7
"Westminster 014E",99,6,1,18,92
"Westminster 014F",9,1,0,7,367
"Westminster 014G",27,7,1,29,176
"Westminster 015A",60,8,0,25,238
"Westminster 015B",103,2,0,35,27
"Westminster 015C",120,5,0,43,6
"Westminster 015E",41,6,0,57,139
"Westminster 015F",37,3,0,19,255
"Westminster 015G",238,18,6,50,34
"Westminster 016A",36,12,1,12,133
"Westminster 016B",92,15,0,43,118
"Westminster 016C",75,10,0,24,135
"Westminster 016D",13,2,0,18,398
"Westminster 016E",46,7,0,26,217
"Westminster 017A",102,6,0,34,27
"Westminster 017B",36,6,1,36,158
"Westminster 017C",229,13,1,26,12
"Westminster 017D",42,1,0,7,290
"Westminster 017E",68,7,0,45,159
"Westminster 017F",225,22,4,40,35
"Westminster 018A",1401,53,17,62,19
"Westminster 018C",995,66,10,91,19
"Westminster 018D",460,28,6,179,60
"Westminster 019A",37,1,0,42,220
"Westminster 019B",13,32,27,27,1
"Westminster 019C",148,55,10,65,17
"Westminster 019D",39,8,1,47,138
"Westminster 019E",50,10,3,90,100
"Westminster 019F",46,10,0,55,119
"Westminster 020A",278,23,30,15,1
"Westminster 020B",99,6,2,6,72
"Westminster 020C",281,25,80,17,20
"Westminster 020D",99,8,0,10,132
"Westminster 020E",194,9,1,11,11
"Westminster 021A",7,0,0,5,386
"Westminster 021B",27,2,0,8,211
"Westminster 021C",62,8,1,15,189
"Westminster 021D",7,2,0,1,343
"Westminster 021E",244,4,2,12,33
"Westminster 022A",82,6,0,14,131
"Westminster 022B",311,12,0,22,12
"Westminster 022C",41,2,3,16,123
"Westminster 022D",40,2,2,3,261
"Westminster 022E",88,1,0,7,230
"Westminster 023B",113,1,3,17,52
"Westminster 023C",15,3,0,18,214
"Westminster 023D",41,0,0,9,291
"Westminster 023E",384,23,14,33,1
"Westminster 023F",25,2,0,3,324
"Westminster 023G",6,0,0,1,363
"Westminster 024A",120,2,0,12,91
"Westminster 024B",16,1,0,4,345
"Westminster 024C",41,0,2,3,261
"Westminster 024D",22,2,0,13,233
"Westminster 024E",13,1,0,5,346
"Westminster 024F",67,1,0,6,249
"Brentwood 005F",0,0,0,0,381
"Bromley 001C",22,0,0,10,351
"Bromley 007D",14,1,0,11,371
"Bromley 025B",10,0,0,7,367
"Bromley 036A",18,0,0,6,347
"Broxbourne 013B",0,0,0,2,383
"Croydon 034H",11,0,0,6,366
"Dartford 003C",0,0,0,1,362
"Dartford 003E",0,1,0,0,381
"Dartford 012D",1,0,0,0,381
"Elmbridge 001D",5,0,0,2,383
"Elmbridge 004A",1,0,0,0,381
"Elmbridge 014F",0,0,0,0,381
"Epping Forest 009A",4,0,0,1,363
"Epping Forest 014C",0,0,0,0,381
"Epping Forest 015D",1,0,0,0,381
"Epping Forest 016D",0,0,0,1,362
"Epsom and Ewell 001D",1,0,0,2,383
"Epsom and Ewell 009C",0,0,0,0,381
"Epsom and Ewell 010D",0,0,0,0,381
"Epsom and Ewell 010F",0,0,0,1,362
"Hackney 004B",34,2,0,3,288
"Harrow 030D",14,1,0,11,371
"Havering 025D",6,0,0,3,384
"Hertsmere 003E",2,0,0,0,381
"Hertsmere 009D",0,0,0,0,381
"Hertsmere 013A",1,0,0,0,381
"Hillingdon 005D",11,0,0,6,366
"Hillingdon 006E",1,0,0,9,388
"Hounslow 012D",30,0,0,7,309
"Kingston upon Thames 010D",21,1,0,3,344
"Merton 002C",2,0,0,11,391
